0,20254.779296875
7,20216.919921875
14,20215.529296875
21,20242.716796875
28,20242.419921875
35,20221.685546875
42,20203.529296875
49,20203.998046875
56,20199.654296875
63,20212.810546875
70,20198.638671875
77,20184.498046875
84,20190.029296875
91,20190.498046875
98,20200.044921875
105,20164.185546875
112,20174.201171875
119,20163.810546875
133,20130.935546875
140,20159.373046875
161,20206.138671875
169,20223.232421875
177,20235.138671875
184,20231.279296875
191,20255.919921875
198,20283.263671875
205,20295.888671875
212,20281.951171875
219,20263.638671875
226,20280.748046875
232,20301.607421875
239,20333.576171875
246,20331.560546875
253,20324.294921875
260,20297.263671875
267,20277.919921875
274,20248.435546875
281,20246.498046875
289,20205.013671875
295,20180.482421875
303,20156.919921875
309,20174.623046875
316,20161.482421875
323,20114.701171875
330,20099.998046875
337,20096.388671875
344,20061.169921875
351,20041.341796875
358,20027.669921875
365,20013.513671875
372,20003.341796875
379,19983.248046875
386,19975.685546875
393,19975.904296875
400,19983.638671875
407,19969.966796875
449,19982.232421875
456,19999.982421875
477,20014.138671875
484,20018.654296875
491,20023.076171875
498,20056.263671875
505,20043.326171875
512,20062.638671875
519,20074.716796875
527,20041.685546875
534,20067.873046875
542,20067.576171875
548,20081.857421875
555,20099.154296875
562,20113.482421875
569,20145.169921875
576,20180.060546875
583,20217.701171875
590,20240.576171875
597,20267.810546875
604,20279.888671875
611,20271.513671875
619,20288.498046875
625,20300.841796875
632,20328.623046875
639,20354.138671875
646,20371.388671875
652,20407.529296875
659,20411.654296875
666,20431.951171875
673,20456.732421875
680,20497.794921875
687,20526.451171875
694,20564.123046875
701,20609.904296875
709,20622.373046875
715,20647.794921875
722,20648.091796875
729,20639.107421875
736,20618.669921875
743,20591.544921875
750,20539.498046875
750,20539.498046875
757,20491.998046875
764,20426.107421875
771,20369.357421875
778,20304.185546875
786,20239.029296875
792,20193.123046875
799,20155.716796875
855,20082.263671875
862,20072.279296875
869,20052.357421875
876,20041.138671875
883,20024.435546875
890,20021.466796875
897,19988.326171875
904,19983.935546875
911,19977.841796875
918,19962.935546875
925,19952.841796875
932,19943.451171875
960,19949.685546875
967,19961.357421875
974,19960.029296875
981,19987.857421875
988,20002.779296875
995,20007.919921875
1002,20023.310546875
1009,20027.357421875
1016,20025.779296875
1025,20028.263671875
1032,20036.794921875
1039,20039.498046875
1046,20038.591796875
1053,20043.326171875
1060,20059.154296875
1067,20038.201171875
1074,20041.435546875
1082,20038.326171875
1088,20038.076171875
1095,20041.857421875
1101,20031.138671875
1108,20034.544921875
1115,20031.060546875
1122,20033.341796875
1129,20022.123046875
1136,20021.216796875
1143,20029.685546875
1150,20015.998046875
1158,20032.451171875
1164,20030.638671875
1171,20034.498046875
1177,20043.716796875
1184,20035.060546875
1191,20036.060546875
1198,20030.294921875
1205,20033.169921875
1212,20042.591796875
1219,20041.310546875
1226,20019.373046875
1233,20061.951171875
1240,20038.919921875
1247,20036.904296875
1254,20047.060546875
1261,20038.279296875
1268,20045.419921875
1275,20040.482421875
1282,20054.623046875
1289,20046.404296875
1296,20061.935546875
1303,20065.748046875
1310,20066.982421875
1317,20064.998046875
1325,20063.966796875
1331,20060.779296875
1338,20026.779296875
1345,20025.029296875
1352,20017.388671875
1359,20017.841796875
1366,20023.888671875
1372,20027.591796875
1379,20039.279296875
1386,20043.623046875
1393,20058.716796875
1400,20064.435546875
1407,20071.419921875
1414,20058.685546875
1470,20025.966796875
1477,20019.591796875
1484,20017.357421875
1491,20002.107421875
1498,19995.732421875
1505,19965.560546875
1512,19957.310546875
1519,19948.388671875
1526,19934.091796875
1533,19929.060546875
1540,19936.732421875
1547,19923.998046875
1554,19930.435546875
1562,19934.013671875
1568,19930.216796875
1575,19942.029296875
1581,19954.982421875
1588,19964.498046875
1595,19971.294921875
1602,19998.716796875
1609,19997.388671875
1616,20006.779296875
1623,20011.076171875
1630,20005.685546875
1637,20012.185546875
1644,20002.763671875
1651,20013.435546875
1658,20019.763671875
1665,20022.263671875
1672,20022.216796875
1693,20064.232421875
1700,20068.232421875
1707,20086.185546875
1714,20084.810546875
1721,20097.029296875
1728,20112.091796875
1784,20201.060546875
1791,20202.794921875
1840,20226.419921875
1850,20230.466796875
1856,20215.576171875
1863,20206.794921875
1870,20212.044921875
1877,20205.154296875
1884,20183.294921875
1891,20149.669921875
1919,20140.763671875
1926,20141.451171875
1933,20134.982421875
1940,20144.123046875
1947,20142.138671875
1954,20127.966796875
1961,20124.138671875
1968,20099.529296875
1975,20092.169921875
1982,20079.810546875
1989,20067.591796875
1996,20041.888671875
2003,20034.310546875
2010,20021.919921875
2017,20032.951171875
2024,20015.123046875
2031,20020.841796875
2038,19980.623046875
2080,20068.154296875
2090,20066.919921875
2097,20094.091796875
2104,20093.279296875
2111,20100.857421875
2118,20064.154296875
2125,20065.794921875
2132,20095.748046875
2139,20086.216796875
2146,20063.076171875
2153,20015.154296875
2160,19999.310546875
2174,20000.091796875
2181,19991.248046875
2279,20001.419921875
2286,19983.716796875
2293,19990.013671875
2300,19987.044921875
2307,19983.591796875
